customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0358,Male,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Mailed check,43.83,4416.1,No
C0359,Female,0,Yes,No,69,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Mailed check,39.1,4261.77,No
C0360,Female,0,No,No,1,No,No,DSL,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),39.82,1316.91,No
C0361,Female,0,No,No,56,No,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,57.52,4264.13,No
C0362,Male,0,No,Yes,36,No,No phone service,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,No,Credit card (automatic),105.03,526.39,No
C0363,Female,0,Yes,No,69,No,Yes,DSL,Yes,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),78.79,7871.13,Yes
C0364,Male,1,No,Yes,42,Yes,No phone service,No,No internet service,No,No,No internet service,No,No,One year,No,Credit card (automatic),24.89,510.19,No
C0365,Female,0,Yes,No,60,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),66.24,3610.38,Yes
C0366,Male,0,Yes,No,12,Yes,No phone service,No,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,27.21,22.84,Yes
C0367,Male,0,Yes,Yes,11,No,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,No,Electronic check,59.43,6686.13,Yes
C0368,Male,1,Yes,Yes,66,No,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),59.16,1427.46,No
C0369,Female,1,Yes,Yes,38,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.13,7863.14,No
C0370,Male,1,Yes,No,40,No,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,74.04,391.02,No
C0371,Female,0,No,Yes,13,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),107.22,6979.92,Yes
C0372,Male,0,Yes,Yes,17,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),19.66,5587.6,No
C0373,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,96.95,2136.26,Yes
C0374,Female,1,No,No,22,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),20.31,1734.92,No
C0375,Male,1,No,No,42,No,No phone service,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,49.04,3051.82,No
C0376,Female,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,107.73,7044.51,Yes
C0377,Female,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),88.42,7329.12,No
C0378,Male,1,No,No,12,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,35.54,1504.77,No
C0379,Male,1,No,Yes,67,No,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),68.06,3015.95,No
C0380,Male,1,Yes,No,67,Yes,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,91.63,2032.4,Yes
C0381,Female,0,Yes,No,9,No,Yes,DSL,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),113.61,1058.26,No
C0382,Female,0,No,No,26,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),82.7,5501.18,No
C0383,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),20.52,2951.68,No
C0384,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,68.97,1929.71,No
C0385,Male,0,No,Yes,52,No,No,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,33.6,7363.39,Yes
C0386,Male,1,No,No,19,Yes,No,No,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),22.87,6365.23,No
C0387,Female,0,No,No,5,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),79.05,6581.04,No
C0388,Female,1,No,Yes,24,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),97.25,350.46,No
C0389,Male,1,No,No,43,No,No,No,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),21.68,7780.14,Yes
C0390,Female,0,Yes,Yes,13,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.93,4892.93,No
C0391,Male,1,Yes,No,58,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),90.05,4291.26,Yes
C0392,Male,1,No,No,1,No,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),94.7,107.78,No
C0393,Female,1,Yes,Yes,5,No,No,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),42.96,7631.97,No
C0394,Female,0,Yes,Yes,37,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),58.15,4631.28,No
C0395,Female,1,No,No,37,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,30.21,7016.95,No
C0396,Male,1,No,Yes,21,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,42.37,5578.04,No
C0397,Male,1,Yes,No,19,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,48.88,6775.56,No
C0398,Male,0,Yes,Yes,5,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),50.58,5895.45,Yes
C0399,Male,0,No,No,48,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,35.85,7829.62,Yes
C0400,Female,1,Yes,No,27,No,No,No,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,37.25,1930.56,Yes
C0401,Female,0,No,No,9,No,No phone service,No,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,109.95,1732.21,No
C0402,Male,0,No,Yes,29,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,One year,Yes,Electronic check,97.96,6061.78,No
C0403,Female,0,No,No,67,No,No phone service,DSL,No internet service,No,Yes,Yes,No,No,One year,No,Credit card (automatic),53.14,4270.83,No
C0404,Male,0,Yes,Yes,19,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),114.66,5100.09,Yes
C0405,Female,0,No,Yes,64,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,42.37,6027.86,Yes
C0406,Male,0,Yes,Yes,19,No,No phone service,No,Yes,No internet service,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),59.5,4661.29,No
C0407,Male,1,No,No,14,No,No,No,No,No,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),100.98,6699.22,Yes
C0408,Female,0,Yes,No,19,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.17,2722.63,No
C0409,Male,0,Yes,Yes,23,No,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,41.93,7303.96,No
C0410,Male,0,No,Yes,9,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),55.59,931.31,No
C0411,Male,1,Yes,No,42,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,One year,No,Mailed check,69.07,5395.62,No
C0412,Male,0,No,Yes,24,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),81.31,7568.1,No
C0413,Male,1,No,Yes,51,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,59.37,2161.35,No
C0414,Male,1,Yes,No,35,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.99,2790.21,No
C0415,Female,1,Yes,Yes,32,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,44.92,2608.76,No
C0416,Female,1,No,No,34,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),72.61,4804.08,No
C0417,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.38,3519.98,No
C0418,Male,1,Yes,Yes,51,No,No phone service,No,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,106.49,933.71,No
C0419,Female,0,Yes,Yes,8,No,Yes,No,Yes,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),94.23,7577.9,Yes
C0420,Female,1,Yes,No,52,No,No,No,No internet service,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),59.85,1754.07,No
C0421,Female,1,No,No,71,No,No,No,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,94.22,4548.07,No
C0422,Female,1,Yes,No,55,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No,Two year,Yes,Electronic check,18.71,5063.14,No
C0423,Female,1,No,Yes,33,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),53.14,363.66,No
C0424,Male,0,Yes,No,23,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),62.91,829.83,No
C0425,Male,1,No,No,62,Yes,No phone service,No,No,No,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),65.92,8259.87,Yes
C0426,Female,1,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),94.37,5654.39,No
C0427,Female,1,Yes,No,35,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),116.21,302.7,No
C0428,Male,0,No,No,55,Yes,No phone service,No,No,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,56.76,6754.4,No
C0429,Female,1,Yes,Yes,66,No,Yes,No,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,53.76,4331.46,No
C0430,Male,0,Yes,Yes,66,No,No phone service,No,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,80.27,655.84,Yes
C0431,Female,0,No,No,7,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,46.69,5792.14,No
C0432,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),32.42,4253.5,No
C0433,Male,1,Yes,Yes,9,No,No,No,No internet service,No,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),116.08,1756.13,No
C0434,Male,0,Yes,Yes,42,No,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,100.57,7462.67,No
C0435,Male,0,No,No,67,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),115.77,2489.48,Yes
C0436,Female,0,No,Yes,47,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,40.22,2431.61,No
C0437,Female,1,No,No,68,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,19.82,2331.67,No
C0438,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),62.6,6527.56,No
C0439,Male,1,Yes,No,23,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),113.23,6007.3,No
C0440,Female,1,Yes,No,24,No,No phone service,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),32.11,7678.48,No
C0441,Male,1,Yes,Yes,26,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,29.95,1963.26,No
C0442,Male,1,Yes,Yes,49,No,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),25.03,6687.94,No
C0443,Male,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.03,4878.57,No
C0444,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.16,2636.22,No
C0445,Female,0,No,No,30,Yes,No phone service,No,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,88.93,318.72,No
C0446,Male,1,No,Yes,22,No,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Electronic check,23.44,6964.31,No
C0447,Female,1,No,No,14,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.78,2062.77,No
C0448,Female,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Electronic check,63.76,5376.44,No
C0449,Male,0,Yes,Yes,64,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,One year,No,Mailed check,34.11,4673.5,Yes
C0450,Female,0,No,Yes,61,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,Two year,No,Mailed check,48.1,55.74,No
C0451,Female,0,No,Yes,18,No,No phone service,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,69.12,8452.02,No
C0452,Male,0,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),51.62,6925.14,No
C0453,Male,0,Yes,Yes,51,No,No phone service,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.91,4144.25,No
C0454,Female,1,No,No,44,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,66.42,5788.66,No
C0455,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.96,4060.47,No
C0456,Male,1,No,No,42,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Electronic check,86.66,6333.58,No
C0457,Female,0,No,Yes,3,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),84.36,1157.37,No
C0458,Female,0,Yes,No,9,No,No,DSL,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Mailed check,18.25,3803.95,No
C0459,Male,1,Yes,Yes,47,No,No,No,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),81.08,2864.03,No
C0460,Female,1,Yes,Yes,8,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,42.86,3916.8,Yes
C0461,Male,0,Yes,No,25,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,56.27,3838.91,Yes
C0462,Female,0,Yes,No,42,No,Yes,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),90.05,1231.72,No
C0463,Male,0,No,Yes,47,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,74.85,8300.58,No
C0464,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),55.6,149.4,No
C0465,Female,0,Yes,No,7,No,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.08,103.44,Yes
C0466,Male,1,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,69.56,3185.53,No
C0467,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),50.58,5280.03,No
C0468,Male,1,Yes,No,64,No,No,No,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),111.12,1541.82,No
C0469,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),72.5,4540.55,No
C0470,Female,1,No,Yes,29,No,Yes,No,No,No,No,No,Yes,No,One year,No,Electronic check,106.33,6148.55,No
C0471,Female,1,Yes,No,63,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,57.8,815.82,No
C0472,Male,0,Yes,No,35,No,No,DSL,No,No internet service,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),102.4,8367.87,No
C0473,Male,0,Yes,No,10,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,One year,No,Credit card (automatic),23.77,2873.89,No
C0474,Female,1,Yes,Yes,61,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,48.41,5466.97,No
C0475,Female,0,Yes,Yes,23,No,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),25.97,957.13,No
C0476,Female,0,No,No,67,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),21.23,6035.86,No
C0477,Male,0,Yes,No,27,No,No,No,No,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),111.72,7146.75,Yes
C0478,Female,0,Yes,Yes,62,Yes,No phone service,No,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),91.12,911.03,No
C0479,Male,0,Yes,No,39,No,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,81.76,1085.57,No
C0480,Male,0,No,No,34,No,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),72.31,2401.84,No
C0481,Female,0,No,Yes,22,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,No,Electronic check,76.09,119.24,No
C0482,Male,0,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.15,8381.69,Yes
C0483,Female,0,Yes,Yes,5,No,No,DSL,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.31,5093.49,Yes
C0484,Male,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Electronic check,78.88,5171.57,No
C0485,Male,1,Yes,Yes,27,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),94.36,8151.92,Yes
C0486,Male,0,Yes,Yes,39,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,46.66,7075.27,Yes
C0487,Female,0,Yes,No,19,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,117.63,6924.41,No
C0488,Female,0,No,Yes,48,No,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,21.25,2897.66,Yes
C0489,Female,1,Yes,No,28,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),57.43,2858.31,No
C0490,Female,0,Yes,Yes,14,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,Two year,No,Mailed check,107.97,2492.52,No
C0491,Female,0,Yes,No,14,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,36.41,2958.67,No
C0492,Female,0,No,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,32.42,3152.17,No
C0493,Female,0,No,No,19,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Two year,No,Electronic check,55.27,1205.51,Yes
C0494,Male,0,Yes,No,22,No,Yes,No,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),61.68,3037.15,No
C0495,Male,0,Yes,No,45,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,113.21,3807.31,No
C0496,Male,1,No,Yes,24,No,No,No,No internet service,No,No,No,No,No internet service,Two year,Yes,Mailed check,103.28,2641.88,No
C0497,Male,1,No,Yes,28,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Mailed check,65.34,1420.47,No
C0498,Female,0,Yes,Yes,18,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,117.24,3185.27,No
C0499,Male,1,No,Yes,25,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,83.51,4097.06,No
C0500,Male,1,No,Yes,50,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.11,6131.22,No
C0501,Female,0,Yes,No,38,Yes,No phone service,DSL,No,Yes,No,Yes,No internet service,Yes,One year,No,Mailed check,43.1,6050.72,Yes
C0502,Female,0,No,Yes,71,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,One year,No,Electronic check,67.87,1737.26,No
C0503,Female,0,Yes,Yes,55,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,21.03,328.91,No
C0504,Male,1,Yes,Yes,2,No,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),18.91,2594.83,No
C0505,Male,0,Yes,No,27,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),89.96,1350.83,Yes
C0506,Female,1,Yes,No,21,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),30.07,3375.08,No
C0507,Male,0,No,No,42,Yes,No,No,No,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),73.88,8324.81,No
C0508,Male,1,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,88.99,1553.85,No
C0509,Male,1,Yes,Yes,69,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),21.29,2722.69,No
C0510,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),63.77,6168.42,No
C0511,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,87.78,4336.89,No
C0512,Female,1,No,Yes,9,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),108.75,390.6,No
C0513,Female,0,No,Yes,65,No,Yes,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),48.52,1389.45,No
C0514,Female,0,Yes,Yes,65,No,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),117.37,7950.79,No
C0515,Male,1,No,No,57,No,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,104.14,893.05,No
C0516,Female,0,No,Yes,25,No,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),84.36,5404.86,No
C0517,Male,0,No,No,5,No,No,No,No internet service,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),57.98,6738.51,No
C0518,Male,0,Yes,No,51,No,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,90.53,2269.45,Yes
C0519,Female,0,No,No,31,No,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.25,6168.11,No
C0520,Male,1,Yes,No,71,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),48.94,1459.05,No
C0521,Male,1,Yes,Yes,50,No,Yes,No,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,119.27,2433.25,No
C0522,Male,0,Yes,No,39,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,110.68,2662.87,No
C0523,Female,0,Yes,Yes,71,No,No phone service,DSL,No internet service,No,No,No internet service,Yes,No,Two year,No,Electronic check,67.52,8469.76,No
C0524,Male,1,Yes,Yes,57,No,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),91.73,1838.0,Yes
C0525,Male,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),71.45,1113.94,No
C0526,Female,0,Yes,Yes,2,No,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,95.61,7869.71,Yes
C0527,Male,0,No,Yes,7,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),102.35,1391.5,No
C0528,Female,0,Yes,Yes,32,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),20.37,7476.05,No
C0529,Female,1,No,Yes,40,Yes,No,DSL,No internet service,No,No,No,No,Yes,One year,No,Bank transfer (automatic),26.07,5535.17,No
C0530,Female,0,No,Yes,3,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.32,4910.94,No
C0531,Male,0,No,Yes,9,No,Yes,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),111.6,6390.85,Yes
C0532,Male,1,No,Yes,51,No,No,No,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),58.62,6175.92,No
C0533,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),108.53,955.48,No
C0534,Female,1,No,Yes,3,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),65.17,8495.47,No
C0535,Male,0,No,Yes,37,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,47.46,8007.11,No
C0536,Male,0,Yes,Yes,6,Yes,No,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Bank transfer (automatic),109.87,7622.89,No
C0537,Male,0,Yes,Yes,52,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),75.19,5296.26,No
